User_ID,Loyalty_Points,Total_Games_Played,Total_Deposits,Total_Withdrawals,Num_Deposits,Num_Withdrawals
634,2723.1,0.0,0.0,544620.0,0.0,2.0
208,1701.401,7.0,170000.0,0.0,1.0,0.0
673,900.8009999999999,4.0,90000.0,0.0,1.0,0.0
162,770.0,0.0,12000.0,130000.0,1.0,1.0
245,750.0,0.0,0.0,150000.0,0.0,1.0
352,503.555,4.0,50275.0,0.0,5.0,0.0
369,500.20099999999996,1.0,50000.0,0.0,1.0,0.0
569,450.001,0.0,45000.0,0.0,1.0,0.0
16,427.747,40.0,25000.0,33949.0,4.0,2.0
856,421.601,108.0,40000.0,0.0,1.0,0.0
547,409.603,23.0,40500.0,0.0,3.0,0.0
950,380.004,0.0,38000.0,0.0,4.0,0.0
259,375.404,2.0,37500.0,0.0,4.0,0.0
460,337.0,10.0,0.0,67000.0,0.0,1.0
193,325.0,0.0,4000.0,57000.0,1.0,1.0
421,320.5,25.0,5000.0,53100.0,1.0,2.0
714,320.001,0.0,32000.0,0.0,1.0,0.0
93,301.8,9.0,15000.0,30000.0,1.0,1.0
455,300.801,4.0,30000.0,0.0,1.0,0.0
436,255.20299999999997,26.0,25000.0,0.0,3.0,0.0
678,240.002,0.0,24000.0,0.0,2.0,0.0
688,237.8,4.0,0.0,47400.0,0.0,1.0
168,224.804,24.0,22000.0,0.0,4.0,0.0
663,222.40200000000002,112.0,20000.0,0.0,2.0,0.0
340,220.002,0.0,22000.0,0.0,2.0,0.0
30,220.002,0.0,22000.0,0.0,2.0,0.0
526,210.003,0.0,21000.0,0.0,3.0,0.0
487,203.4,17.0,8000.0,24000.0,1.0,1.0
271,200.201,1.0,20000.0,0.0,1.0,0.0
909,200.001,0.0,20000.0,0.0,1.0,0.0
834,200.001,0.0,20000.0,0.0,1.0,0.0
222,200.001,0.0,20000.0,0.0,1.0,0.0
450,196.201,6.0,1500.0,36000.0,2.0,1.0
740,190.001,0.0,19000.0,0.0,1.0,0.0
565,189.80100000000002,24.0,10000.0,17000.0,2.0,1.0
389,187.9,2.0,0.0,37500.0,0.0,1.0
850,170.20399999999998,1.0,17000.0,0.0,4.0,0.0
296,167.84,47.0,0.0,31688.0,0.0,3.0
946,156.0,30.0,10000.0,10000.0,1.0,1.0
915,150.201,1.0,15000.0,0.0,1.0,0.0
408,150.001,0.0,15000.0,0.0,1.0,0.0
78,127.6,13.0,5000.0,15000.0,1.0,1.0
548,122.004,0.0,12200.0,0.0,4.0,0.0
45,121.4,2.0,2100.0,20000.0,2.0,2.0
233,120.6,18.0,0.0,23400.0,0.0,1.0
681,120.001,0.0,12000.0,0.0,1.0,0.0
377,113.33,46.0,0.0,20826.0,0.0,1.0
927,112.595,13.0,6000.0,9999.0,1.0,1.0
826,105.001,25.0,10000.0,0.0,1.0,0.0
372,104.40100000000001,22.0,10000.0,0.0,1.0,0.0
911,102.20100000000001,11.0,10000.0,0.0,1.0,0.0
683,102.001,0.0,10200.0,0.0,1.0,0.0
477,101.20100000000001,6.0,10000.0,0.0,1.0,0.0
373,100.801,4.0,10000.0,0.0,1.0,0.0
357,100.801,4.0,10000.0,0.0,1.0,0.0
485,100.601,3.0,10000.0,0.0,1.0,0.0
308,100.001,0.0,10000.0,0.0,1.0,0.0
602,97.255,59.0,0.0,17091.0,0.0,1.0
310,90.001,0.0,9000.0,0.0,1.0,0.0
637,88.125,0.0,8812.0,0.0,5.0,0.0
836,83.8,44.0,0.0,15000.0,0.0,1.0
798,83.002,15.0,8000.0,0.0,2.0,0.0
47,80.45600000000002,12.0,7000.0,1611.0,2.0,1.0
765,75.8,379.0,0.0,0.0,0.0,0.0
407,74.4,47.0,2000.0,9000.0,1.0,1.0
97,72.801,14.0,4000.0,6000.0,2.0,1.0
502,71.87599999999999,61.0,3300.0,5335.0,2.0,1.0
390,70.18100000000001,0.0,7018.0,0.0,1.0,0.0
699,66.601,33.0,6000.0,0.0,1.0,0.0
722,64.401,72.0,5000.0,0.0,1.0,0.0
439,64.321,5.0,6332.0,0.0,1.0,0.0
137,60.400999999999996,52.0,5000.0,0.0,1.0,0.0
890,60.4,2.0,0.0,12000.0,0.0,1.0
613,60.005,0.0,6000.0,0.0,5.0,0.0
708,60.002,0.0,6000.0,0.0,2.0,0.0
825,60.002,0.0,6000.0,0.0,2.0,0.0
989,59.201,46.0,5000.0,0.0,1.0,0.0
218,58.202,91.0,4000.0,0.0,2.0,0.0
830,55.400999999999996,2.0,5500.0,0.0,1.0,0.0
979,51.800999999999995,9.0,5000.0,0.0,1.0,0.0
242,51.800999999999995,9.0,5000.0,0.0,1.0,0.0
173,51.453,1.0,5125.0,0.0,3.0,0.0
39,51.400999999999996,57.0,4000.0,0.0,1.0,0.0
717,51.003,5.0,5000.0,0.0,3.0,0.0
535,51.001,5.0,5000.0,0.0,1.0,0.0
479,50.800999999999995,4.0,5000.0,0.0,1.0,0.0
797,50.800999999999995,4.0,5000.0,0.0,1.0,0.0
901,50.800999999999995,4.0,5000.0,0.0,1.0,0.0
735,50.400999999999996,2.0,5000.0,0.0,1.0,0.0
80,50.201,1.0,5000.0,0.0,1.0,0.0
285,50.001,0.0,5000.0,0.0,1.0,0.0
461,50.001,0.0,5000.0,0.0,1.0,0.0
625,50.001,0.0,5000.0,0.0,1.0,0.0
441,50.0,0.0,0.0,10000.0,0.0,1.0
417,49.85,8.0,2000.0,5650.0,1.0,1.0
963,46.400999999999996,7.0,4500.0,0.0,1.0,0.0
445,45.5,5.0,2000.0,4900.0,1.0,1.0
985,44.402,22.0,4000.0,0.0,2.0,0.0
980,44.4,2.0,3000.0,2800.0,1.0,1.0
658,43.001,15.0,4000.0,0.0,1.0,0.0
11,42.602000000000004,13.0,4000.0,0.0,2.0,0.0
553,42.5,0.0,0.0,8500.0,0.0,1.0
449,41.601,108.0,2000.0,0.0,1.0,0.0
618,41.401,107.0,2000.0,0.0,1.0,0.0
822,40.601,3.0,4000.0,0.0,1.0,0.0
694,40.400999999999996,2.0,4000.0,0.0,1.0,0.0
749,40.201,1.0,4000.0,0.0,1.0,0.0
709,40.001,5.0,3900.0,0.0,1.0,0.0
599,40.001,0.0,4000.0,0.0,1.0,0.0
690,40.001,0.0,4000.0,0.0,1.0,0.0
668,34.001000000000005,20.0,3000.0,0.0,1.0,0.0
982,33.403,2.0,3300.0,0.0,3.0,0.0
973,33.401,17.0,3000.0,0.0,1.0,0.0
795,32.602,13.0,3000.0,0.0,2.0,0.0
90,30.802,4.0,3000.0,0.0,2.0,0.0
337,30.801000000000002,4.0,3000.0,0.0,1.0,0.0
102,30.4,2.0,0.0,6000.0,0.0,1.0
70,30.001,0.0,3000.0,0.0,1.0,0.0
54,30.001,0.0,3000.0,0.0,1.0,0.0
851,26.703,16.0,2350.0,0.0,3.0,0.0
532,26.5,5.0,550.0,4000.0,1.0,1.0
60,25.201,1.0,2500.0,0.0,1.0,0.0
967,25.001,0.0,2500.0,0.0,1.0,0.0
612,24.6,23.0,0.0,4000.0,0.0,1.0
289,24.001,20.0,2000.0,0.0,1.0,0.0
889,23.801000000000002,19.0,2000.0,0.0,1.0,0.0
309,23.401000000000003,17.0,2000.0,0.0,1.0,0.0
258,22.1,8.0,200.0,3700.0,1.0,1.0
204,22.001,10.0,2000.0,0.0,1.0,0.0
628,22.001,10.0,2000.0,0.0,1.0,0.0
641,21.601000000000003,8.0,2000.0,0.0,1.0,0.0
677,21.401,7.0,2000.0,0.0,1.0,0.0
929,21.001,5.0,2000.0,0.0,1.0,0.0
12,20.911,4.0,2011.0,0.0,1.0,0.0
426,20.801000000000002,4.0,2000.0,0.0,1.0,0.0
330,20.801000000000002,4.0,2000.0,0.0,1.0,0.0
452,20.801000000000002,4.0,2000.0,0.0,1.0,0.0
157,20.601000000000003,3.0,2000.0,0.0,1.0,0.0
588,20.401,2.0,2000.0,0.0,1.0,0.0
29,20.401,2.0,2000.0,0.0,1.0,0.0
180,20.201,1.0,2000.0,0.0,1.0,0.0
573,20.002,0.0,2000.0,0.0,2.0,0.0
67,20.001,0.0,2000.0,0.0,1.0,0.0
219,20.001,0.0,2000.0,0.0,1.0,0.0
216,20.001,0.0,2000.0,0.0,1.0,0.0
614,20.001,0.0,2000.0,0.0,1.0,0.0
554,20.001,0.0,2000.0,0.0,1.0,0.0
817,20.0,0.0,0.0,4000.0,0.0,1.0
247,19.8,99.0,0.0,0.0,0.0,0.0
887,19.200000000000003,96.0,0.0,0.0,0.0,0.0
31,19.0,15.0,0.0,3200.0,0.0,1.0
754,17.0,85.0,0.0,0.0,0.0,0.0
635,16.201,6.0,1500.0,0.0,1.0,0.0
654,16.201,21.0,1200.0,0.0,1.0,0.0
824,15.2,1.0,0.0,3000.0,0.0,1.0
762,15.001,0.0,1500.0,0.0,1.0,0.0
738,14.600000000000001,73.0,0.0,0.0,0.0,0.0
990,14.4,72.0,0.0,0.0,0.0,0.0
456,14.200000000000001,71.0,0.0,0.0,0.0,0.0
518,14.1,3.0,400.0,1900.0,1.0,1.0
365,14.0,70.0,0.0,0.0,0.0,0.0
560,13.002,0.0,1300.0,0.0,2.0,0.0
777,12.600999999999999,13.0,1000.0,0.0,1.0,0.0
582,12.600000000000001,63.0,0.0,0.0,0.0,0.0
473,12.2,6.0,100.0,2000.0,1.0,1.0
106,12.102,0.0,1210.0,0.0,2.0,0.0
429,12.001,0.0,1200.0,0.0,1.0,0.0
828,12.0,60.0,0.0,0.0,0.0,0.0
597,11.600999999999999,8.0,1000.0,0.0,1.0,0.0
481,11.201,6.0,1000.0,0.0,1.0,0.0
497,11.201,6.0,1000.0,0.0,1.0,0.0
667,11.201,6.0,1000.0,0.0,1.0,0.0
655,11.001,0.0,1100.0,0.0,1.0,0.0
205,10.4,52.0,0.0,0.0,0.0,0.0
657,10.295,3.0,0.0,1939.0,0.0,1.0
905,10.200999999999999,1.0,1000.0,0.0,1.0,0.0
718,10.200999999999999,1.0,1000.0,0.0,1.0,0.0
907,10.200999999999999,1.0,1000.0,0.0,1.0,0.0
153,10.200999999999999,1.0,1000.0,0.0,1.0,0.0
378,10.200999999999999,1.0,1000.0,0.0,1.0,0.0
280,10.200999999999999,1.0,1000.0,0.0,1.0,0.0
124,10.200999999999999,1.0,1000.0,0.0,1.0,0.0
563,10.002,0.0,1000.0,0.0,2.0,0.0
796,10.001,0.0,1000.0,0.0,1.0,0.0
58,10.001,0.0,1000.0,0.0,1.0,0.0
737,10.001,0.0,1000.0,0.0,1.0,0.0
656,10.001,0.0,1000.0,0.0,1.0,0.0
302,10.001,0.0,1000.0,0.0,1.0,0.0
14,10.001,0.0,1000.0,0.0,1.0,0.0
512,10.001,0.0,1000.0,0.0,1.0,0.0
381,10.0,0.0,0.0,2000.0,0.0,1.0
272,9.8,49.0,0.0,0.0,0.0,0.0
779,9.601,18.0,600.0,0.0,1.0,0.0
9,9.600000000000001,48.0,0.0,0.0,0.0,0.0
992,9.4,47.0,0.0,0.0,0.0,0.0
505,9.200000000000001,46.0,0.0,0.0,0.0,0.0
996,9.001,5.0,800.0,0.0,1.0,0.0
85,8.8,44.0,0.0,0.0,0.0,0.0
181,8.8,44.0,0.0,0.0,0.0,0.0
922,8.8,44.0,0.0,0.0,0.0,0.0
237,8.6,43.0,0.0,0.0,0.0,0.0
182,8.6,43.0,0.0,0.0,0.0,0.0
644,8.202,6.0,700.0,0.0,2.0,0.0
748,8.0,40.0,0.0,0.0,0.0,0.0
379,7.971000000000001,1.0,777.0,0.0,1.0,0.0
987,7.800000000000001,39.0,0.0,0.0,0.0,0.0
89,7.4,37.0,0.0,0.0,0.0,0.0
710,7.2,36.0,0.0,0.0,0.0,0.0
368,7.001,0.0,700.0,0.0,1.0,0.0
540,7.0,35.0,0.0,0.0,0.0,0.0
837,6.602,13.0,400.0,0.0,2.0,0.0
659,6.6000000000000005,33.0,0.0,0.0,0.0,0.0
687,6.6000000000000005,33.0,0.0,0.0,0.0,0.0
972,6.503,0.0,650.0,0.0,3.0,0.0
933,6.4110000000000005,7.0,501.0,0.0,1.0,0.0
458,6.4,32.0,0.0,0.0,0.0,0.0
44,6.002,0.0,600.0,0.0,2.0,0.0
24,5.801,4.0,500.0,0.0,1.0,0.0
845,5.800000000000001,29.0,0.0,0.0,0.0,0.0
519,5.800000000000001,29.0,0.0,0.0,0.0,0.0
831,5.601000000000001,3.0,500.0,0.0,1.0,0.0
745,5.601,18.0,200.0,0.0,1.0,0.0
418,5.6000000000000005,28.0,0.0,0.0,0.0,0.0
581,5.6000000000000005,28.0,0.0,0.0,0.0,0.0
380,5.401000000000001,7.0,400.0,0.0,1.0,0.0
869,5.4,27.0,0.0,0.0,0.0,0.0
923,5.4,27.0,0.0,0.0,0.0,0.0
516,5.2010000000000005,1.0,500.0,0.0,1.0,0.0
784,5.2010000000000005,1.0,500.0,0.0,1.0,0.0
27,5.2,26.0,0.0,0.0,0.0,0.0
561,5.001,0.0,500.0,0.0,1.0,0.0
926,5.001,0.0,500.0,0.0,1.0,0.0
232,5.001,0.0,500.0,0.0,1.0,0.0
194,4.800000000000001,24.0,0.0,0.0,0.0,0.0
604,4.800000000000001,24.0,0.0,0.0,0.0,0.0
240,4.800000000000001,24.0,0.0,0.0,0.0,0.0
139,4.402,12.0,200.0,0.0,2.0,0.0
805,4.4,22.0,0.0,0.0,0.0,0.0
266,4.2010000000000005,6.0,300.0,0.0,1.0,0.0
802,4.2,21.0,0.0,0.0,0.0,0.0
